pincode,city,state,district,lat,lon
700003,Kolkata,WB,Kolkata,22.6032222,88.3674722
700004,Kolkata,WB,Kolkata,22.603455,88.378253
700005,Kolkata,WB,Kolkata,22.5971666,88.361333
700006,Kolkata,WB,Kolkata,22.5842222,88.37725
700007,Kolkata,WB,Kolkata,22.5814,88.3493
700008,Kolkata,WB,Kolkata,22.482,88.3104166
700009,Kolkata,WB,Kolkata,22.3446321,88.2232787
700010,Kolkata,WB,Kolkata,22.3335758,88.2412007
700011,Kolkata,WB,Kolkata,22.3431482,88.2246378
700012,Kolkata,WB,Kolkata,22.5671389,88.3649722
700013,Kolkata,WB,Kolkata,22.5647778,88.3603889
700014,Kolkata,WB,Kolkata,22.3338296,88.2152762
700015,Kolkata,WB,Kolkata,22.3555602,88.2247217
700016,Kolkata,WB,Kolkata,22.5511111,88.3620278
700017,Kolkata,WB,Kolkata,22.3217262,88.2159322
700018,Kolkata,WB,Kolkata,22.50131,88.300614
700019,Kolkata,WB,Kolkata,22.5263889,88.36
700020,Kolkata,WB,Kolkata,22.5408056,88.3415278
700021,Kolkata,WB,Kolkata,22.3895,88.3375278
700022,Kolkata,WB,Kolkata,22.5476944,88.3264444
700023,Kolkata,WB,Kolkata,22.5388888,88.3190555
700024,Kolkata,WB,Kolkata,22.5340833,88.2763055
700025,Kolkata,WB,Kolkata,22.5727778,88.3475
700026,Kolkata,WB,Kolkata,22.5215278,88.3470278
700027,Kolkata,WB,Kolkata,22.52575,88.3377222
700028,Kolkata,WB,24 Paraganas North,22.6321944,88.4161111
700029,Kolkata,WB,Kolkata,22.5211111,88.3616666
700030,Kolkata,WB,24 Paraganas North,22.6245,88.3981111
700031,Dhakuria,WB,Kolkata,22.5048611,88.37275
700032,Kolkata,WB,Kolkata,22.4878056,88.3619444
700033,Kolkata,WB,Kolkata,22.5067222,88.3452222
700034,Kolkata,WB,Kolkata,22.5,88.3169166
700035,Alipore,WB,24 Paraganas North,22.6491667,88.3630556
700036,Alipore,WB,24 Paraganas North,22.634,88.36975
700037,Kolkata,WB,Kolkata,22.6118889,22.3861944
700038,Sahapur,WB,Kolkata,22.5068055,88.3234166
700039,Kolkata,WB,Kolkata,10,10
700040,Kolkata,WB,Kolkata,22.4853056,88.3521667
700041,Barast,WB,Kolkata,22.5086944,88.3067222
700042,Kolkata,WB,Kolkata,22.5179752,88.3838805
700043,Kolkata,WB,Kolkata,22.487757,88.331008
700044,Kolkata,WB,Kolkata,22.5521388,88.2626666
700045,Kolkata,WB,Kolkata,22.5065,88.3569444
700046,Kolkata,WB,Kolkata,22.3244354,88.239185
700047,Kolkata,WB,Kolkata,22.4725,88.3654167
700048,Kolkata,WB,24 Paraganas North,22.360068,88.2411205
700049,Kolkata,WB,24 Paraganas North,22.66,88.4
700050,Alipore,WB,Kolkata,22.6289167,88.3873333
700051,Kolkata,WB,24 Paraganas North,22.66,88.43
700052,Kolkata,WB,24 Paraganas North,22.6464722,88.4399722
700053,Kolkata,WB,Kolkata,22.5191111,88.3227777
700054,Kolkata,WB,Kolkata,22.3445904,88.2323179
700055,Kolkata,WB,24 Paraganas North,22.5550278,88.4042222
700056,Raigung,WB,24 Paraganas North,22.66,88.38
700057,24 Parganas,WB,24 Paraganas North,22.67,88.36
700058,24 Parganas,WB,24 Paraganas North,22.68,88.37
700059,Kolkata,WB,24 Paraganas North,22.372016,88.253465
700060,Kolkata,WB,Kolkata,22.5088888,88.2827777
700061,24 Parganas,WB,Kolkata,22.485884,88.291263
700062,Kolkata,WB,Kolkata,22.3049,88.2056
700063,24 Parganas,WB,Kolkata,22.461926,88.286716
700064,Bidhan Nagar,WB,24 Paraganas North,22.3456646,88.2426094
700065,24 Parganas,WB,24 Paraganas North,22.6527778,88.4188889
700066,Kolkata,WB,Kolkata,22.5727778,88.3475
700067,Kolkata,WB,Kolkata,22.594,88.3843888
700068,Kolkata,WB,Kolkata,22.5064444,88.3668889
700069,Kolkata,WB,Kolkata,22.5658333,88.35
700070,Barast,WB,24 Paraganas South,22.3421,88.215
700071,Kolkata,WB,Kolkata,22.5725,88.3525
700072,Kolkata,WB,Kolkata,22.5479444,88.3580556
700073,24 Parganas,WB,Kolkata,22.3426,88.2144
700074,24 Parganas,WB,24 Paraganas North,22.6228056,88.4128056
700075,24 Parganas,WB,Kolkata,22.362,88.2144
700076,24 Parganas,WB,24 Paraganas North,22.66,88.36
700077,24 Parganas,WB,24 Paraganas North,22.6310278,88.3969444
700078,24 Parganas,WB,Kolkata,22.504717,88.38971
700079,24 Parganas,WB,24 Paraganas North,22.64,88.43
700080,24 Parganas,WB,24 Paraganas North,22.5727778,88.3475
700081,24 Parganas,WB,24 Paraganas North,22.65,88.44
700082,24 Parganas,WB,Kolkata,22.5727778,88.3475
700083,Alipore,WB,24 Paraganas North,22.67,88.38
700084,24 Parganas,WB,24 Paraganas South,22.2728,88.232
700085,Kolkata,WB,Kolkata,22.3413329,88.23247
700086,Barast,WB,Kolkata,22.48275,88.386
700087,Kolkata,WB,Kolkata,22.5588889,88.3551111
700088,24 Parganas,WB,Kolkata,22.5133888,88.31175
700089,24 Parganas,WB,24 Paraganas North,22.3635748,88.242525
700090,24 Parganas,WB,24 Paraganas North,22.4852486,88.3520786
700091,24 Parganas,WB,24 Paraganas North,22.3525992,88.2451145
700092,24 Parganas,WB,Kolkata,22.4854167,88.3686944
700093,Barast,WB,24 Paraganas South,22.28,88.2242
700094,Kolkata,WB,Kolkata,22.5058905,88.4044575
700095,Kolkata,WB,Kolkata,22.4970278,88.3573611
700096,24 Paraganas South,WB,24 Paraganas South,22.274,88.215
700097,24 Paraganas North,WB,24 Paraganas North,22.3421678,88.2419133
700099,Kolkata,WB,Kolkata,22.4996388,88.397375
700100,Kolkata,WB,Kolkata,22.3143584,88.25855
700101,24 Paraganas North,WB,24 Paraganas North,22.3620408,88.2519974
700102,24 Paraganas North,WB,24 Paraganas North,22.3530673,88.2556151
700103,24 Paraganas South,WB,24 Paraganas South,22.429,88.3652
700104,24 Paraganas South,WB,24 Paraganas South,22.434096,88.301411
700105,Kolkata,WB,Kolkata,22.3143602,88.258562
700106,24 Paraganas North,WB,24 Paraganas North,22.3417606,88.2454115
700107,Kolkata,WB,Kolkata,22.5128611,88.4049722
700108,24 Paraganas North,WB,24 Paraganas North,24.908282,84.183304
700109,24 Paraganas North,WB,24 Paraganas North,22.68,88.39
700110,24 Paraganas North,WB,24 Paraganas North,22.686582,88.427461
700111,24 Paraganas North,WB,24 Paraganas North,23.711123,88.845842
700112,24 Paraganas North,WB,24 Paraganas North,22.72,88.39
700113,24 Paraganas North,WB,24 Paraganas North,22.714179,88.419242
700114,24 Paraganas North,WB,24 Paraganas North,22.7,88.37
700115,24 Paraganas North,WB,24 Paraganas North,22.71,88.37
700116,24 Paraganas North,WB,24 Paraganas North,22.7,88.37
700117,24 Paraganas North,WB,24 Paraganas North,22.72,88.38
700118,24 Paraganas North,WB,24 Paraganas North,22.73,88.38
700119,24 Paraganas North,WB,24 Paraganas North,22.75,88.39
700120,24 Paraganas North,WB,24 Paraganas North,22.77,88.34
700121,24 Paraganas North,WB,24 Paraganas North,22.79,88.44
700122,24 Paraganas North,WB,24 Paraganas North,22.78,88.38
700123,24 Paraganas North,WB,24 Paraganas North,22.75,88.38
700124,24 Paraganas North,WB,24 Paraganas North,22.7222748,88.4843604
700125,24 Paraganas North,WB,24 Paraganas North,22.7826934,88.5009186
700126,24 Paraganas North,WB,24 Paraganas North,22.7235446,88.4719562
700127,24 Paraganas North,WB,24 Paraganas North,22.7098333,88.4678333
700128,24 Paraganas North,WB,24 Paraganas North,22.6516209,88.5468435
700129,24 Paraganas North,WB,24 Paraganas North,22.6979269,88.4722389
700130,24 Paraganas North,WB,24 Paraganas North,22.7065277,88.4536099
700131,24 Paraganas North,WB,24 Paraganas North,22.6829702,88.451845
700132,24 Paraganas North,WB,24 Paraganas North,22.6670814,88.4589421
700133,24 Paraganas North,WB,24 Paraganas North,22.6629722,88.8713889
700134,24 Paraganas North,WB,24 Paraganas North,22.67,88.83
700135,24 Paraganas South,WB,24 Paraganas South,22.5446053,88.5251068
700136,24 Paraganas North,WB,24 Paraganas North,22.6457469,88.4586739
700137,24 Paraganas South,WB,24 Paraganas South,22.642,88.103
700138,24 Paraganas South,WB,24 Paraganas South,22.455,88.162
700139,24 Paraganas South,WB,24 Paraganas South,22.5,88.234
700140,24 Paraganas South,WB,24 Paraganas South,22.446518,88.248552
700141,24 Paraganas South,WB,24 Paraganas South,22.505,88.2483
700142,24 Paraganas South,WB,24 Paraganas South,22.3421,88.215
700143,24 Paraganas South,WB,24 Paraganas South,22.3057,88.1727
700144,24 Paraganas South,WB,24 Paraganas South,22.3615,88.4321667
700145,24 Paraganas South,WB,24 Paraganas South,22.386,88.377
700146,24 Paraganas South,WB,24 Paraganas South,22.2545,88.2559
700147,24 Paraganas South,WB,24 Paraganas South,22.2445,88.2559
700148,24 Paraganas South,WB,24 Paraganas South,22.4163055,88.4068194
700149,24 Paraganas South,WB,24 Paraganas South,22.404956,88.407666
700150,24 Paraganas South,WB,24 Paraganas South,22.526236,88.471
700151,24 Paraganas South,WB,24 Paraganas South,22.422691,88.380192
700152,24 Paraganas South,WB,24 Paraganas South,22.1,90.05
700153,24 Paraganas South,WB,24 Paraganas South,22.3421,88.215
700154,24 Paraganas South,WB,24 Paraganas South,22.452513,88.353391
700155,24 Paraganas North,WB,24 Paraganas North,22.6912471,88.4770194
700156,24 Paraganas North,WB,24 Paraganas North,22.579998,88.486399
700157,24 Paraganas North,WB,24 Paraganas North,22.351597,88.273062
700158,24 Paraganas North,WB,24 Paraganas North,22.68,88.44
700159,24 Paraganas North,WB,24 Paraganas North,22.371173,88.2610338
700160,24 Paraganas North,WB,24 Paraganas North,22.5655278,88.4013056
700161,24 Paraganas North,WB,24 Paraganas North,22.5567418,88.3686631
700162,24 Paraganas North,WB,24 Paraganas North,22.5909343,88.4544308
700163,24 Paraganas North,WB,24 Paraganas North,22.5831,88.4538
711101,Howrah,WB,Howrah,22.5816944,88.3371944
711102,Howrah,WB,Howrah,22.5663611,88.32625
711103,Howrah,WB,Howrah,22.5629167,88.3014167
711104,Howrah,WB,Howrah,22.5846112,88.3015833
711105,Howrah,WB,Howrah,22.5986111,88.3093889
711106,Howrah,WB,Howrah,22.6035,88.3381667
711107,Howrah,WB,Howrah,22.6161111,88.355
711108,Howrah,WB,Howrah,23.0191666,88.5302777
711109,Canning - II,WB,Howrah,22.561511,88.27653
711110,Howrah,WB,Howrah,26.1413,80.0275
711111,Howrah,WB,Howrah,22.5804,88.2751
711112,Howrah,WB,Howrah,22.5878333,88.2841667
711113,Howrah,WB,Howrah,22.6062,88.294
711114,Howrah,WB,Howrah,22.6391,88.304
711115,Howrah,WB,Howrah,22.650242,88.281835
711201,Bally,WB,Howrah,22.6394444,88.3416667
711202,Howrah,WB,Howrah,22.6278056,88.3508611
711203,Howrah,WB,Howrah,22.625425,88.3409333
711204,kolkata,WB,Howrah,24.1194,87.7586
711205,Howrah,WB,Howrah,21.7928,88.2272
711206,Howrah,WB,Howrah,22.650242,88.281835
711225,Howrah,WB,Howrah,22.5816944,88.3371944
711226,Howrah,WB,Howrah,22.741951,87.976967
711227,Howrah,WB,Howrah,23.7271,91.3177
711301,Howrah,WB,Howrah,22.1125,88.4393
711302,Howrah,WB,Howrah,19.8367,85.2867
711303,Bagnan,WB,Howrah,22.7896,87.9004
711304,Howrah,WB,Howrah,22.5816944,88.3371944
711305,Howrah,WB,Howrah,22.5004722,88.1725833
711306,Howrah,WB,Howrah,22.5816944,88.3371944
711307,Howrah,WB,Howrah,22.5167,88.0828
711308,Howrah,WB,Howrah,22.5816944,88.3371944
711309,Howrah,WB,Howrah,22.524469,88.213688
711310,Howrah,WB,Howrah,22.526173,88.177918
711312,Howrah,WB,Howrah,22.425403,87.970232
711313,Sankrail,WB,Howrah,22.5669,88.2397
711314,Howrah,WB,Howrah,22.253221,88.019187
711315,Uluberia,WB,Howrah,22.389518,88.081527
711316,Howrah,WB,Howrah,22.446779,88.089229
711317,Howrah,WB,Howrah,22.5816944,88.3371944
711322,Panchla,WB,Howrah,22.553957,88.132799
711331,Howrah,WB,Howrah,22.33482,88.09818
711401,Howrah,WB,Howrah,22.5211,88.1398
711403,Howrah,WB,Howrah,22.603441,88.262848
711404,Howrah,WB,Howrah,22.654064,88.160852
711405,Domjur,WB,Howrah,22.341766,88.074197
711408,Howrah,WB,Howrah,22.693084,88.059534
711409,Howrah,WB,Howrah,22.599662,88.268705
711410,Howrah,WB,Howrah,22.676737,88.001447
711411,Howrah,WB,Howrah,22.595094,88.214467
711412,Howrah,WB,Howrah,22.668203,87.973906
711413,Howrah,WB,Howrah,22.562008,87.956085
711414,Howrah,WB,Howrah,22.4652,88.0574
712101,Chinsurah,WB,Hooghly,22.88825,88.40225
712102,Chinsurah,WB,Hooghly,22.85,88.56
712103,Chinsurah,WB,Hooghly,22.32,88.39
712104,Chinsurah,WB,Hooghly,22.5963888,88.2638888
712105,Chinsurah,WB,Hooghly,22,88.39
712121,Chinsurah,WB,Hooghly,22.5955555,88.2636111
712122,Chinsurah,WB,Hooghly,22.95,88.39
712123,Chinsurah,WB,Hooghly,22.87,87.87
712124,Bhadreswar,WB,Hooghly,22.74425,88.3548333
712125,Chinsurah,WB,Hooghly,22.88825,88.40225
712134,Chinsurah,WB,Hooghly,22.91,88.38
712135,Chinsurah,WB,Hooghly,22.35,88.89
712136,Barasat,WB,Hooghly,22.88825,88.40225
712137,Chinsurah,WB,Hooghly,22.88825,88.40225
712138,Chinsurah,WB,Hooghly,23.0907,88.27765
712139,Hooghly,WB,Hooghly,22.844708,88.356812
712146,Chinsurah,WB,Hooghly,22.95,88.39
712147,Chinsurah,WB,Hooghly,22.95,88.39
712148,Chinsurah,WB,Hooghly,22.88825,88.32
712149,Pandua,WB,Hooghly,23.03,88.39
712152,Chinsurah,WB,Hooghly,23.07639,88.195
712201,Chinsurah,WB,Hooghly,22.7573056,88.3423611
712202,Chinsurah,WB,Hooghly,22.7513192,88.3514317
712203,Chinsurah,WB,Hooghly,22.88825,88.40225
712204,Chinsurah,WB,Hooghly,22.88825,88.40225
712221,Chinsurah,WB,Hooghly,22.812139,88.3528
712222,Chinsurah,WB,Hooghly,22.7921667,88.3344722
712223,Chinsurah,WB,Hooghly,22.769003,88.321501
712232,Chinsurah,WB,Hooghly,22.88825,88.40225
712233,Chinsurah,WB,Hooghly,22.6860556,88.3505833
712234,Kanaipur,WB,Hooghly,22.7027666,88.3235833
712235,Chinsurah,WB,Hooghly,22.7041667,88.3577778
712245,Chinsurah,WB,Hooghly,22.7400059,88.349994
712246,Nabagram,WB,Hooghly,23.111247,88.043644
712248,Chinsurah,WB,Hooghly,22.7208333,88.3541667
712249,Hooghly,WB,Hooghly,22.7378796,88.3348511
712250,Hooghly,WB,Hooghly,22.722531,88.337202
712258,Chinsurah,WB,Hooghly,22.6552777,88.3480555
712301,Chinsurah,WB,Hooghly,22.92,88.11
712302,Chinsurah,WB,Hooghly,22.95,88.06
712303,Chinsurah,WB,Hooghly,22.95,88.39
712304,Chinsurah,WB,Hooghly,22.88825,88.40225
712305,Chinsurah,WB,Hooghly,22.95,88.39
712306,Begampur,WB,Hooghly,22.88825,88.40225
712308,Chinsurah,WB,Hooghly,22.88825,88.39
712310,Hooghly,WB,Hooghly,22.685,88.2988888
712311,Hooghly,WB,Hooghly,22.6824722,88.2841944
712401,Chinsurah,WB,Hooghly,22.8361111,87.9691666
712402,Chinsurah,WB,Hooghly,22.95,88
712403,Chinsurah,WB,Hooghly,22.5336111,88.2913888
712404,Chinsurah,WB,Hooghly,22.7376666,88.0551944
712405,Chinsurah,WB,Hooghly,22.88825,88.40225
712406,Chinsurah,WB,Hooghly,22.7,87.81
712407,Chinsurah,WB,Hooghly,22.828281,88.16614
712408,Chinsurah,WB,Hooghly,22.7400059,88.349994
712409,Singur,WB,Hooghly,22.814957,88.234481
712410,Purba Bardhaman,WB,Purba Bardhaman,22.878655,88.014294
712412,Chinsurah,WB,Hooghly,22.79,87.92
712413,Chinsurah,WB,Hooghly,22.86,87.87
712414,Chinsurah,WB,Hooghly,22.95,88.39
712415,Chinsurah,WB,Hooghly,22.87,87.89
712416,Natibpur,WB,Hooghly,22.67,87.9
712417,Chinsurah,WB,Hooghly,22.65,87.85
712501,Chinsurah,WB,Hooghly,22.82,87.89
712502,Bansberia,WB,Hooghly,22,88.39
712503,Chinsurah,WB,Hooghly,22.88825,88.40225
712504,Chinsurah,WB,Hooghly,22.88825,88.40225
712512,Chinsurah,WB,Hooghly,22.39,88.39
712513,Chinsurah,WB,Hooghly,22.95,88.40225
712514,Chinsurah,WB,Hooghly,22.88825,88.40225
712515,Chinsurah,WB,Hooghly,22.95,88.39
712601,Chinsurah,WB,Hooghly,22.8748611,87.7953333
712602,Hooghly,WB,Hooghly,22.95,88.39
712611,Chinsurah,WB,Hooghly,22.95,88.39
712612,Chinsurah,WB,Hooghly,22.88,87.67
712613,Bardhaman,WB,Hooghly,22.76,88.32
712614,Chinsurah,WB,Hooghly,22.95,88
712615,Chinsurah,WB,Hooghly,22.95,88.39
712616,Chinsurah,WB,Hooghly,22.95,88.39
712617,Chinsurah,WB,Hooghly,22.95,88.39
712701,Chinsurah,WB,Hooghly,22.737124,88.192291
712702,Chinsurah,WB,Hooghly,22.88825,88.40225
712706,Chinsurah,WB,Hooghly,22.762171,88.170922
713101,Bardhaman,WB,Purba Bardhaman,23.317315,87.658113
713102,Bardhaman,WB,Purba Bardhaman,23.3,87.95
713103,Bardhaman,WB,Purba Bardhaman,23.19,87.85
713104,Bardhaman,WB,Purba Bardhaman,23.22,87.92
713121,Bardhaman,WB,Purba Bardhaman,23.5,87.87
713122,Bardhaman,WB,Purba Bardhaman,23.2,88.31
713123,Bardhaman,WB,Murshidabad,23.76,88.03
713124,Bardhaman,WB,Purba Bardhaman,23.12,87.96
713125,Bardhaman,WB,Purba Bardhaman,23.36,87.94
713126,Bardhaman,WB,Purba Bardhaman,23.55,87.7
713127,Bardhaman,WB,Purba Bardhaman,23.39,87.84
713128,Bardhaman,WB,Purba Bardhaman,23.54,87.78
713129,Bardhaman,WB,Purba Bardhaman,23.77,88
713130,Bardhaman,WB,Purba Bardhaman,23.6477778,88.1302778
713131,Purba Bardhaman,WB,Purba Bardhaman,23.52,87.84
713132,Purba Bardhaman,WB,Purba Bardhaman,23.59,88
713140,Bardhaman,WB,Purba Bardhaman,23.8,88.04
713141,Bardhaman,WB,Purba Bardhaman,23.29,87.83
713142,Bardhaman,WB,Purba Bardhaman,23.22,87.74
713143,Bardhaman,WB,Purba Bardhaman,23.49,88.02
713144,Bardhaman,WB,Purba Bardhaman,23.42,87.63
713145,Bardhaman,WB,Purba Bardhaman,23.41,88.09
713146,Bardhaman,WB,Purba Bardhaman,23.19,88.13
713147,Bardhaman,WB,Purba Bardhaman,23.54,87.94
713148,Bardhaman,WB,Paschim Bardhaman,23.47,87.43
713149,Bardhaman,WB,Purba Bardhaman,23.21,88.1
713150,Bardhaman,WB,Purba Bardhaman,23.56,88.07
713151,Bardhaman,WB,Purba Bardhaman,23.17,88.05
713152,Bardhaman,WB,Purba Bardhaman,23.54,87.57
713153,Bardhaman,WB,Purba Bardhaman,23.48,87.56
713154,Bardhaman,WB,Purba Bardhaman,23.2001716,88.0833558
713166,Nabagram,WB,Purba Bardhaman,23.06,88.09
713201,Medinipur,WB,Paschim Bardhaman,23.502331,87.3081392
713202,Bardhaman,WB,Paschim Bardhaman,23.4917151,87.3062555
713203,Bardhaman,WB,Paschim Bardhaman,23.5533568,87.2721156
713204,Medinipur,WB,Paschim Bardhaman,23.607247,87.353152
713205,Medinipur,WB,Paschim Bardhaman,23.589855,87.368751
713206,Bardhaman,WB,Paschim Bardhaman,23.539157,87.3404762
713207,Medinipur,WB,Paschim Bardhaman,23.5285891,87.2563925
713208,Paschim Bardhaman,WB,Paschim Bardhaman,23.533206,87.290929
713209,Medinipur,WB,Paschim Bardhaman,23.5534248,87.2908401
713210,Medinipur,WB,Paschim Bardhaman,23.519945,87.327404
713211,Durgapur,WB,Paschim Bardhaman,23.475303,87.333563
713212,Bardhaman,WB,Paschim Bardhaman,23.56202,87.40051
713213,Medinipur,WB,Paschim Bardhaman,23.561623,87.278457
713214,Medinipur,WB,Paschim Bardhaman,23.541254,87.328566
713215,Bardhaman,WB,Paschim Bardhaman,23.515131,87.267801
713216,Paschim Bardhaman,WB,Paschim Bardhaman,23.536386,87.298268
713217,Paschim Bardhaman,WB,Paschim Bardhaman,23.572935,87.23322
713301,Bardhaman,WB,Paschim Bardhaman,22.6866667,86.9735278
713302,Paschim Bardhaman,WB,Paschim Bardhaman,24.2960416,87.6126833
713303,Bardhaman,WB,Paschim Bardhaman,23.6766111,86.99475
713304,Bardhaman,WB,Paschim Bardhaman,23.6901111,86.9489444
713305,Paschim Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713315,Paschim Bardhaman,WB,Paschim Bardhaman,23.817778,86.98328
713321,Bardhaman,WB,Paschim Bardhaman,23.582506,87.217149
713322,Bahula,WB,Paschim Bardhaman,23.653599,87.20776
713323,Ballavpur,WB,Paschim Bardhaman,23.591753,87.116268
713324,Bardhaman,WB,Paschim Bardhaman,23.739288,86.818138
713325,Bardhaman,WB,Paschim Bardhaman,23.665124,86.932554
713326,Bardhaman,WB,Paschim Bardhaman,22.2322222,87.8636111
713330,Bardhaman,WB,Paschim Bardhaman,23.673945,86.952395
713331,Bardhaman,WB,Paschim Bardhaman,23.849245,86.901981
713332,Bardhaman,WB,Paschim Bardhaman,19.180409,72.849892
713333,Bardhaman,WB,Paschim Bardhaman,23.692297,86.829565
713334,Bardhaman,WB,Paschim Bardhaman,23.749609,87.029281
713335,Bardhaman,WB,Paschim Bardhaman,23.830519,86.904804
713336,Bardhaman,WB,Paschim Bardhaman,23.706069,87.077411
713337,Bardhaman,WB,Paschim Bardhaman,23.6769,87.0776
713338,Bardhaman,WB,Paschim Bardhaman,23.630894,87.209219
713339,Bardhaman,WB,Paschim Bardhaman,23.673945,86.952395
713340,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713341,Bardhaman,WB,Paschim Bardhaman,23.706592,86.949892
713342,Bardhaman,WB,Paschim Bardhaman,23.665918,87.164077
713343,Kendua,WB,Paschim Bardhaman,23.737031,86.837094
713344,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713346,Bardhaman,WB,Paschim Bardhaman,23.731432,87.265665
713347,Bardhaman,WB,Paschim Bardhaman,23.60725,87.1153611
713357,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713358,Bardhaman,WB,Paschim Bardhaman,23.613062,87.083638
713359,Bardhaman,WB,Paschim Bardhaman,23.723334,86.894779
713360,Bardhaman,WB,Paschim Bardhaman,32.27071,75.53544
713361,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713362,Bardhaman,WB,Paschim Bardhaman,23.686409,87.110201
713363,Ukhra,WB,Paschim Bardhaman,23.650659,87.232585
713365,Paschim Bardhaman,WB,Paschim Bardhaman,23.618125,87.136235
713369,Bardhaman,WB,Paschim Bardhaman,24.2808333,87.5516666
713370,Bardhaman,WB,Paschim Bardhaman,23.887533,87.732934
713371,Bardhaman,WB,Paschim Bardhaman,23.693613,86.894779
713372,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713373,Bardhaman,WB,Paschim Bardhaman,23.673945,86.952395
713376,Dhandadihi,WB,Paschim Bardhaman,23.4178,86.653368
713378,Haripur,WB,Paschim Bardhaman,23.733668,87.181689
713381,Bardhaman,WB,Paschim Bardhaman,23.695202,87.32585
713384,Bardhaman,WB,Paschim Bardhaman,23.648181,87.160475
713385,Bardhaman,WB,Paschim Bardhaman,23.680822,87.321728
713386,Bardhaman,WB,Paschim Bardhaman,23.8371222,86.909973
713401,Bardhaman,WB,Purba Bardhaman,23.13,88.01
713403,Bardhaman,WB,Purba Bardhaman,23.39,87.6
713404,Bardhaman,WB,Purba Bardhaman,23.03,88.02
713405,Dhatrigram,WB,Purba Bardhaman,23.25,88.34
713406,Bardhaman,WB,Purba Bardhaman,23.32,87.74
713407,Bardhaman,WB,Purba Bardhaman,23.24,87.96
713408,Bardhaman,WB,Purba Bardhaman,23.03,87.94
713409,Bardhaman,WB,Purba Bardhaman,23.24,88.25
713420,Bardhaman,WB,Purba Bardhaman,23.38,87.48
713421,Bardhaman,WB,Purba Bardhaman,23.03,87.9
713422,Bardhaman,WB,Purba Bardhaman,23.35,88.16
713423,Bardhaman,WB,Purba Bardhaman,27.93,80.43
713424,Bardhaman,WB,Purba Bardhaman,23.1,87.85
713426,Bardhaman,WB,Purba Bardhaman,23.38,88.07
713427,Bardhaman,WB,Purba Bardhaman,23.05,87.75
713428,Bardhaman,WB,Purba Bardhaman,23.29,87.67
713502,Dainhat,WB,Nadia,23.57,88.22
713512,Bardhaman,WB,Purba Bardhaman,23.51,88.25
713513,Bardhaman,WB,Purba Bardhaman,23.47,88.34
713514,Bardhaman,WB,Purba Bardhaman,23.54,88.21
713515,Bardhaman,WB,Purba Bardhaman,23.36,88.22
713519,Purba Bardhaman,WB,Purba Bardhaman,23.38,88.28
713520,Purba Bardhaman,WB,Purba Bardhaman,23.66,88.03
721101,Bankura,WB,Medinipur West,22.6537373,87.5444444
721102,Medinipur,WB,Medinipur West,22.432,87.2979
721121,Bankura,WB,Medinipur West,22.430889,87.321491
721122,Bankura,WB,Medinipur West,22.5537865,87.4641119
721124,Balichak,WB,Medinipur West,22.3570556,87.5537222
721125,Medinipur,WB,Jhargram,22.208,87.14635
721126,Medinipur,WB,Medinipur West,22.369,87.5544
721127,Medinipur,WB,Medinipur West,22.864,87.3595278
721128,Medinipur,WB,Medinipur West,22.7057778,87.1686944
721129,Medinipur,WB,Medinipur West,22.430889,87.321491
721130,Medinipur,WB,Medinipur West,15.5934,87.8175
721131,Medinipur West,WB,Medinipur West,22.3956,87.7419
721132,Medinipur West,WB,Medinipur West,22.3832,87.1908
721133,Medinipur,WB,Medinipur West,22.1167506,87.2344562
721134,Kolaghat,WB,Medinipur East,22.4325,87.8594
721135,Medinipur,WB,Medinipur West,22.181,87.1597
721136,Bankura,WB,Medinipur West,22.4461,87.6297
721137,Bankura,WB,Medinipur East,23.1207,87.8175
721139,Bankura,WB,Medinipur East,22.4042,87.7175
721140,Bankura,WB,Medinipur West,22.2831,87.5865
721143,Jhargram,WB,Jhargram,22.2786,87.3798
721144,Bankura,WB,Medinipur East,22.3842,87.7445
721145,Bankura,WB,Medinipur West,22.2695,87.2867
721146,Bankura,WB,Medinipur West,22.5367,87.7136
721147,Bankura,WB,Medinipur West,22.6423,87.319
721148,Bankura,WB,Medinipur West,24.0497,87.5756
721149,Bankura,WB,Medinipur West,22.381,87.4401
721150,Bankura,WB,Medinipur West,22.5538,87.4641
721151,Bankura,WB,Medinipur East,22.4586,87.7745
721152,Bankura,WB,Medinipur East,22.4586,87.7745
721153,Medinipur,WB,Medinipur West,22.4586,87.7745
721154,Medinipur,WB,Medinipur West,22.4586,87.7745
721155,Bankura,WB,Medinipur West,22.2415,87.6719
721156,Bankura,WB,Medinipur West,22.430889,87.321491
721157,Bankura,WB,Medinipur West,22.824,87.2407
721158,Bankura,WB,Medinipur East,22.503,87.837
721159,Medinipur,WB,Jhargram,22.0035,87.146
721160,Bankura,WB,Medinipur West,22.361,87.6112
721161,Medinipur,WB,Medinipur West,22.4852777,87.8558333
721166,Medinipur,WB,Medinipur West,22.2232,87.5618
721171,Kolaghat,WB,Medinipur East,22.2956667,87.926
721172,Medinipur East,WB,Medinipur East,22.336,87.8979
